Rater,Trait,Theta,info_data_rater
4o-Mini,Org,-17,7.19864e-005
4o-Mini,Org,-16.8,8.79217e-005
4o-Mini,Org,-16.6,0.000107384
4o-Mini,Org,-16.4,0.000131152
4o-Mini,Org,-16.2,0.00016018
4o-Mini,Org,-16,0.000195631
4o-Mini,Org,-15.8,0.000238924
4o-Mini,Org,-15.6,0.000291791
4o-Mini,Org,-15.4,0.000356349
4o-Mini,Org,-15.2,0.000435176
4o-Mini,Org,-15,0.000531423
4o-Mini,Org,-14.8,0.000648929
4o-Mini,Org,-14.6,0.000792376
4o-Mini,Org,-14.4,0.000967471
4o-Mini,Org,-14.2,0.00118117
4o-Mini,Org,-14,0.00144192
4o-Mini,Org,-13.8,0.00176005
4o-Mini,Org,-13.6,0.00214805
4o-Mini,Org,-13.4,0.00262114
4o-Mini,Org,-13.2,0.00319774
4o-Mini,Org,-13,0.00390019
4o-Mini,Org,-12.8,0.00475546
4o-Mini,Org,-12.6,0.00579608
4o-Mini,Org,-12.4,0.00706112
4o-Mini,Org,-12.2,0.0085974
4o-Mini,Org,-12,0.0104607
4o-Mini,Org,-11.8,0.0127172
4o-Mini,Org,-11.6,0.0154446
4o-Mini,Org,-11.4,0.0187338
4o-Mini,Org,-11.2,0.0226894
4o-Mini,Org,-11,0.0274303
4o-Mini,Org,-10.8,0.0330889
4o-Mini,Org,-10.6,0.0398092
4o-Mini,Org,-10.4,0.0477417
4o-Mini,Org,-10.2,0.0570364
4o-Mini,Org,-10,0.0678299
4o-Mini,Org,-9.8,0.0802291
4o-Mini,Org,-9.6,0.0942874
4o-Mini,Org,-9.4,0.109976
4o-Mini,Org,-9.2,0.127152
4o-Mini,Org,-9,0.145522
4o-Mini,Org,-8.8,0.164622
4o-Mini,Org,-8.6,0.183795
4o-Mini,Org,-8.4,0.202212
4o-Mini,Org,-8.2,0.218915
4o-Mini,Org,-8,0.232898
4o-Mini,Org,-7.8,0.243221
4o-Mini,Org,-7.6,0.249133
4o-Mini,Org,-7.4,0.250186
4o-Mini,Org,-7.2,0.246308
4o-Mini,Org,-7,0.23781
4o-Mini,Org,-6.8,0.225343
4o-Mini,Org,-6.6,0.209794
4o-Mini,Org,-6.4,0.192165
4o-Mini,Org,-6.2,0.173456
4o-Mini,Org,-6,0.154564
4o-Mini,Org,-5.8,0.136229
4o-Mini,Org,-5.6,0.119006
4o-Mini,Org,-5.4,0.103272
4o-Mini,Org,-5.2,0.089246
4o-Mini,Org,-5,0.0770242
4o-Mini,Org,-4.8,0.0666132
4o-Mini,Org,-4.6,0.0579619
4o-Mini,Org,-4.4,0.0509882
4o-Mini,Org,-4.2,0.0455996
4o-Mini,Org,-4,0.0417084
4o-Mini,Org,-3.8,0.0392427
4o-Mini,Org,-3.6,0.0381532
4o-Mini,Org,-3.4,0.0384172
4o-Mini,Org,-3.2,0.0400402
4o-Mini,Org,-3,0.043056
4o-Mini,Org,-2.8,0.0475237
4o-Mini,Org,-2.6,0.0535227
4o-Mini,Org,-2.4,0.0611444
4o-Mini,Org,-2.2,0.0704803
4o-Mini,Org,-2,0.0816039
4o-Mini,Org,-1.8,0.0945486
4o-Mini,Org,-1.6,0.109278
4o-Mini,Org,-1.4,0.125655
4o-Mini,Org,-1.2,0.143405
4o-Mini,Org,-1,0.162086
4o-Mini,Org,-0.8,0.181074
4o-Mini,Org,-0.6,0.199567
4o-Mini,Org,-0.4,0.216621
4o-Mini,Org,-0.2,0.231229
4o-Mini,Org,2.98023e-007,0.242422
4o-Mini,Org,0.2,0.249395
4o-Mini,Org,0.4,0.251626
4o-Mini,Org,0.6,0.248957
4o-Mini,Org,0.8,0.241621
4o-Mini,Org,1,0.230206
4o-Mini,Org,1.2,0.215566
4o-Mini,Org,1.4,0.198701
4o-Mini,Org,1.6,0.180632
4o-Mini,Org,1.8,0.162308
4o-Mini,Org,2,0.144526
4o-Mini,Org,2.2,0.127913
4o-Mini,Org,2.4,0.112913
4o-Mini,Org,2.6,0.0998177
4o-Mini,Org,2.8,0.0887913
4o-Mini,Org,3,0.0799091
4o-Mini,Org,3.2,0.0731893
4o-Mini,Org,3.4,0.0686203
4o-Mini,Org,3.6,0.0661816
4o-Mini,Org,3.8,0.0658583
4o-Mini,Org,4,0.0676481
4o-Mini,Org,4.2,0.0715623
4o-Mini,Org,4.4,0.0776208
4o-Mini,Org,4.6,0.0858393
4o-Mini,Org,4.8,0.0962111
4o-Mini,Org,5,0.108681
4o-Mini,Org,5.2,0.123116
4o-Mini,Org,5.4,0.139265
4o-Mini,Org,5.6,0.156732
4o-Mini,Org,5.8,0.174949
4o-Mini,Org,6,0.193165
4o-Mini,Org,6.2,0.210472
4o-Mini,Org,6.4,0.22586
4o-Mini,Org,6.6,0.23831
4o-Mini,Org,6.8,0.246906
4o-Mini,Org,7,0.250969
4o-Mini,Org,7.2,0.250146
4o-Mini,Org,7.4,0.244475
4o-Mini,Org,7.6,0.23437
4o-Mini,Org,7.8,0.220555
4o-Mini,Org,8,0.203958
4o-Mini,Org,8.2,0.18558
4o-Mini,Org,8.4,0.166385
4o-Mini,Org,8.6,0.147212
4o-Mini,Org,8.8,0.12873
4o-Mini,Org,9,0.111419
4o-Mini,Org,9.2,0.0955821
4o-Mini,Org,9.4,0.081373
4o-Mini,Org,9.6,0.0688275
4o-Mini,Org,9.8,0.0578968
4o-Mini,Org,10,0.0484772
4o-Mini,Org,10.2,0.040433
4o-Mini,Org,10.4,0.0336149
4o-Mini,Org,10.6,0.0278714
4o-Mini,Org,10.8,0.0230578
4o-Mini,Org,11,0.0190404
4o-Mini,Org,11.2,0.0156989
4o-Mini,Org,11.4,0.0129277
4o-Mini,Org,11.6,0.0106346
4o-Mini,Org,11.8,0.00874083
4o-Mini,Org,12,0.00717927
4o-Mini,Org,12.2,0.00589328
4o-Mini,Org,12.4,0.00483537
4o-Mini,Org,12.6,0.00396584
4o-Mini,Org,12.8,0.00325163
4o-Mini,Org,13,0.00266535
4o-Mini,Org,13.2,0.00218432
4o-Mini,Org,13.4,0.00178978
4o-Mini,Org,13.6,0.0014663
4o-Mini,Org,13.8,0.00120115
4o-Mini,Org,14,0.000983841
4o-Mini,Org,14.2,0.000805788
4o-Mini,Org,14.4,0.000659916
4o-Mini,Org,14.6,0.000540423
4o-Mini,Org,14.8,0.000442547
4o-Mini,Org,15,0.000362385
4o-Mini,Org,15.2,0.000296735
4o-Mini,Org,15.4,0.000242972
4o-Mini,Org,15.6,0.000198946
4o-Mini,Org,15.8,0.000162895
4o-Mini,Org,16,0.000133375
4o-Mini,Org,16.2,0.000109203
4o-Mini,Org,16.4,8.94119e-005
4o-Mini,Org,16.6,7.32066e-005
4o-Mini,Org,16.8,5.9938e-005
4o-Mini,Org,17,4.90742e-005
4o-Mini,Org,17.2,4.01792e-005
4o-Mini,Org,17.4,3.28965e-005
4o-Mini,Org,17.6,2.69337e-005
4o-Mini,Org,17.8,2.20516e-005
4o-Mini,Org,18,1.80545e-005
4o-Mini,Org,18.2,1.47819e-005
4o-Mini,Org,18.4,1.21024e-005
4o-Mini,Org,18.6,9.90868e-006
4o-Mini,Org,18.8,8.11257e-006
4o-Mini,Org,19,6.64203e-006
4o-Mini,Org,19.2,5.43805e-006
4o-Mini,Org,19.4,4.4523e-006
4o-Mini,Org,19.6,3.64525e-006
4o-Mini,Org,19.8,2.98448e-006
4o-Mini,Org,20,2.44349e-006
GPT-4o,Org,-20,7.79353e-006
GPT-4o,Org,-19.8,9.51901e-006
GPT-4o,Org,-19.6,1.16265e-005
GPT-4o,Org,-19.4,1.42006e-005
GPT-4o,Org,-19.2,1.73445e-005
GPT-4o,Org,-19,2.11844e-005
GPT-4o,Org,-18.8,2.58745e-005
GPT-4o,Org,-18.6,3.16028e-005
GPT-4o,Org,-18.4,3.85992e-005
GPT-4o,Org,-18.2,4.71444e-005
GPT-4o,Org,-18,5.75811e-005
GPT-4o,Org,-17.8,7.0328e-005
GPT-4o,Org,-17.6,8.5896e-005
GPT-4o,Org,-17.4,0.00010491
GPT-4o,Org,-17.2,0.000128131
GPT-4o,Org,-17,0.000156491
GPT-4o,Org,-16.8,0.000191125
GPT-4o,Org,-16.6,0.000233421
GPT-4o,Org,-16.4,0.000285072
GPT-4o,Org,-16.2,0.000348143
GPT-4o,Org,-16,0.000425158
GPT-4o,Org,-15.8,0.000519191
GPT-4o,Org,-15.6,0.000633996
GPT-4o,Org,-15.4,0.000774148
GPT-4o,Org,-15.2,0.000945222
GPT-4o,Org,-15,0.00115401
GPT-4o,Org,-14.8,0.0014088
GPT-4o,Org,-14.6,0.00171963
GPT-4o,Org,-14.4,0.00209877
GPT-4o,Org,-14.2,0.00256106
GPT-4o,Org,-14,0.00312454
GPT-4o,Org,-13.8,0.00381104
GPT-4o,Org,-13.6,0.00464695
GPT-4o,Org,-13.4,0.00566411
GPT-4o,Org,-13.2,0.00690078
GPT-4o,Org,-13,0.0084028
GPT-4o,Org,-12.8,0.0102249
GPT-4o,Org,-12.6,0.0124319
GPT-4o,Org,-12.4,0.0151002
GPT-4o,Org,-12.2,0.018319
GPT-4o,Org,-12,0.0221915
GPT-4o,Org,-11.8,0.0268348
GPT-4o,Org,-11.6,0.03238
GPT-4o,Org,-11.4,0.0389699
GPT-4o,Org,-11.2,0.046755
GPT-4o,Org,-11,0.0558859
GPT-4o,Org,-10.8,0.0665019
GPT-4o,Org,-10.6,0.0787149
GPT-4o,Org,-10.4,0.0925863
GPT-4o,Org,-10.2,0.108099
GPT-4o,Org,-10,0.125127
GPT-4o,Org,-9.8,0.143397
GPT-4o,Org,-9.6,0.162465
GPT-4o,Org,-9.4,0.181701
GPT-4o,Org,-9.2,0.200295
GPT-4o,Org,-9,0.217302
GPT-4o,Org,-8.8,0.231718
GPT-4o,Org,-8.6,0.242591
GPT-4o,Org,-8.4,0.249144
GPT-4o,Org,-8.2,0.250892
GPT-4o,Org,-8,0.247719
GPT-4o,Org,-7.8,0.239898
GPT-4o,Org,-7.6,0.228049
GPT-4o,Org,-7.4,0.213044
GPT-4o,Org,-7.2,0.195889
GPT-4o,Org,-7,0.177597
GPT-4o,Org,-6.8,0.159098
GPT-4o,Org,-6.6,0.141166
GPT-4o,Org,-6.4,0.124398
GPT-4o,Org,-6.2,0.109213
GPT-4o,Org,-6,0.0958743
GPT-4o,Org,-5.8,0.0845231
GPT-4o,Org,-5.6,0.0752117
GPT-4o,Org,-5.4,0.0679377
GPT-4o,Org,-5.2,0.0626711
GPT-4o,Org,-5,0.0593756
GPT-4o,Org,-4.8,0.0580241
GPT-4o,Org,-4.6,0.0586084
GPT-4o,Org,-4.4,0.0611439
GPT-4o,Org,-4.2,0.0656689
GPT-4o,Org,-4,0.0722398
GPT-4o,Org,-3.8,0.0809206
GPT-4o,Org,-3.6,0.0917669
GPT-4o,Org,-3.4,0.104803
GPT-4o,Org,-3.2,0.119996
GPT-4o,Org,-3,0.137218
GPT-4o,Org,-2.8,0.156221
GPT-4o,Org,-2.6,0.176599
GPT-4o,Org,-2.4,0.197779
GPT-4o,Org,-2.2,0.219025
GPT-4o,Org,-2,0.239477
GPT-4o,Org,-1.8,0.258229
GPT-4o,Org,-1.6,0.274432
GPT-4o,Org,-1.4,0.287422
GPT-4o,Org,-1.2,0.296823
GPT-4o,Org,-1,0.302628
GPT-4o,Org,-0.8,0.305212
GPT-4o,Org,-0.6,0.305273
GPT-4o,Org,-0.4,0.303722
GPT-4o,Org,-0.2,0.301534
GPT-4o,Org,2.98023e-007,0.299593
GPT-4o,Org,0.2,0.298558
GPT-4o,Org,0.4,0.298765
GPT-4o,Org,0.6,0.300182
GPT-4o,Org,0.8,0.302411
GPT-4o,Org,1,0.304748
GPT-4o,Org,1.2,0.306287
GPT-4o,Org,1.4,0.306063
GPT-4o,Org,1.6,0.303204
GPT-4o,Org,1.8,0.29708
GPT-4o,Org,2,0.287401
GPT-4o,Org,2.2,0.274266
GPT-4o,Org,2.4,0.258131
GPT-4o,Org,2.6,0.239731
GPT-4o,Org,2.8,0.219962
GPT-4o,Org,3,0.199761
GPT-4o,Org,3.2,0.180006
GPT-4o,Org,3.4,0.161448
GPT-4o,Org,3.6,0.144679
GPT-4o,Org,3.8,0.130131
GPT-4o,Org,4,0.118091
GPT-4o,Org,4.2,0.108736
GPT-4o,Org,4.4,0.102159
GPT-4o,Org,4.6,0.0984004
GPT-4o,Org,4.8,0.0974656
GPT-4o,Org,5,0.0993379
GPT-4o,Org,5.2,0.103978
GPT-4o,Org,5.4,0.111316
GPT-4o,Org,5.6,0.12123
GPT-4o,Org,5.8,0.133522
GPT-4o,Org,6,0.147883
GPT-4o,Org,6.2,0.163862
GPT-4o,Org,6.4,0.18084
GPT-4o,Org,6.6,0.198027
GPT-4o,Org,6.8,0.214479
GPT-4o,Org,7,0.229155
GPT-4o,Org,7.2,0.241008
GPT-4o,Org,7.4,0.249107
GPT-4o,Org,7.6,0.252753
GPT-4o,Org,7.8,0.251582
GPT-4o,Org,8,0.245622
GPT-4o,Org,8.2,0.235277
GPT-4o,Org,8.4,0.221267
GPT-4o,Org,8.6,0.204512
GPT-4o,Org,8.8,0.186008
GPT-4o,Org,9,0.166714
GPT-4o,Org,9.2,0.147464
GPT-4o,Org,9.4,0.128922
GPT-4o,Org,9.6,0.111565
GPT-4o,Org,9.8,0.0956935
GPT-4o,Org,10,0.0814581
GPT-4o,Org,10.2,0.0688926
GPT-4o,Org,10.4,0.057947
GPT-4o,Org,10.6,0.048516
GPT-4o,Org,10.8,0.0404633
GPT-4o,Org,11,0.0336385
GPT-4o,Org,11.2,0.02789
GPT-4o,Org,11.4,0.0230725
GPT-4o,Org,11.6,0.019052
GPT-4o,Org,11.8,0.0157083
GPT-4o,Org,12,0.0129351
GPT-4o,Org,12.2,0.0106406
GPT-4o,Org,12.4,0.00874565
GPT-4o,Org,12.6,0.00718316
GPT-4o,Org,12.8,0.00589644
GPT-4o,Org,13,0.00483793
GPT-4o,Org,13.2,0.00396791
GPT-4o,Org,13.4,0.00325332
GPT-4o,Org,13.6,0.00266673
GPT-4o,Org,13.8,0.00218544
GPT-4o,Org,14,0.0017907
GPT-4o,Org,14.2,0.00146705
GPT-4o,Org,14.4,0.00120176
GPT-4o,Org,14.6,0.000984341
GPT-4o,Org,14.8,0.000806197
GPT-4o,Org,15,0.00066025
GPT-4o,Org,15.2,0.000540696
GPT-4o,Org,15.4,0.000442771
GPT-4o,Org,15.6,0.000362568
GPT-4o,Org,15.8,0.000296884
GPT-4o,Org,16,0.000243094
GPT-4o,Org,16.2,0.000199046
GPT-4o,Org,16.4,0.000162977
GPT-4o,Org,16.6,0.000133442
GPT-4o,Org,16.8,0.000109258
GPT-4o,Org,17,8.94568e-005
GPT-4o,Org,17.2,7.32433e-005
GPT-4o,Org,17.4,5.99682e-005
GPT-4o,Org,17.6,4.90988e-005
GPT-4o,Org,17.8,4.01994e-005
GPT-4o,Org,18,3.2913e-005
GPT-4o,Org,18.2,2.69472e-005
GPT-4o,Org,18.4,2.20627e-005
GPT-4o,Org,18.6,1.80636e-005
GPT-4o,Org,18.8,1.47893e-005
GPT-4o,Org,19,1.21085e-005
GPT-4o,Org,19.2,9.91365e-006
GPT-4o,Org,19.4,8.11664e-006
GPT-4o,Org,19.6,6.64537e-006
GPT-4o,Org,19.8,5.44078e-006
GPT-4o,Org,20,4.45454e-006
CL-3.5-H,Org,-20,1.55391e-006
CL-3.5-H,Org,-19.8,1.89795e-006
CL-3.5-H,Org,-19.6,2.31816e-006
CL-3.5-H,Org,-19.4,2.83141e-006
CL-3.5-H,Org,-19.2,3.45828e-006
CL-3.5-H,Org,-19,4.22395e-006
CL-3.5-H,Org,-18.8,5.15914e-006
CL-3.5-H,Org,-18.6,6.30136e-006
CL-3.5-H,Org,-18.4,7.69649e-006
CL-3.5-H,Org,-18.2,9.40047e-006
CL-3.5-H,Org,-18,1.14817e-005
CL-3.5-H,Org,-17.8,1.40237e-005
CL-3.5-H,Org,-17.6,1.71285e-005
CL-3.5-H,Org,-17.4,2.09207e-005
CL-3.5-H,Org,-17.2,2.55523e-005
CL-3.5-H,Org,-17,3.12093e-005
CL-3.5-H,Org,-16.8,3.81187e-005
CL-3.5-H,Org,-16.6,4.65574e-005
CL-3.5-H,Org,-16.4,5.68643e-005
CL-3.5-H,Org,-16.2,6.94524e-005
CL-3.5-H,Org,-16,8.48269e-005
CL-3.5-H,Org,-15.8,0.000103604
CL-3.5-H,Org,-15.6,0.000126536
CL-3.5-H,Org,-15.4,0.000154544
CL-3.5-H,Org,-15.2,0.000188747
CL-3.5-H,Org,-15,0.000230517
CL-3.5-H,Org,-14.8,0.000281526
CL-3.5-H,Org,-14.6,0.000343815
CL-3.5-H,Org,-14.4,0.000419874
CL-3.5-H,Org,-14.2,0.000512742
CL-3.5-H,Org,-14,0.000626125
CL-3.5-H,Org,-13.8,0.000764543
CL-3.5-H,Org,-13.6,0.000933505
CL-3.5-H,Org,-13.4,0.00113972
CL-3.5-H,Org,-13.2,0.00139137
CL-3.5-H,Org,-13,0.0016984
CL-3.5-H,Org,-12.8,0.0020729
CL-3.5-H,Org,-12.6,0.00252956
CL-3.5-H,Org,-12.4,0.00308622
CL-3.5-H,Org,-12.2,0.00376446
CL-3.5-H,Org,-12,0.00459039
CL-3.5-H,Org,-11.8,0.00559551
CL-3.5-H,Org,-11.6,0.00681772
CL-3.5-H,Org,-11.4,0.00830244
CL-3.5-H,Org,-11.2,0.0101039
CL-3.5-H,Org,-11,0.0122865
CL-3.5-H,Org,-10.8,0.0149261
CL-3.5-H,Org,-10.6,0.0181115
CL-3.5-H,Org,-10.4,0.0219456
CL-3.5-H,Org,-10.2,0.0265454
CL-3.5-H,Org,-10,0.0320426
CL-3.5-H,Org,-9.8,0.0385811
CL-3.5-H,Org,-9.6,0.0463135
CL-3.5-H,Org,-9.4,0.0553942
CL-3.5-H,Org,-9.2,0.0659688
CL-3.5-H,Org,-9,0.0781578
CL-3.5-H,Org,-8.8,0.0920356
CL-3.5-H,Org,-8.6,0.107603
CL-3.5-H,Org,-8.4,0.124755
CL-3.5-H,Org,-8.2,0.143249
CL-3.5-H,Org,-8,0.162673
CL-3.5-H,Org,-7.8,0.182433
CL-3.5-H,Org,-7.6,0.201757
CL-3.5-H,Org,-7.4,0.219736
CL-3.5-H,Org,-7.2,0.235395
CL-3.5-H,Org,-7,0.247807
CL-3.5-H,Org,-6.8,0.256211
CL-3.5-H,Org,-6.6,0.260136
CL-3.5-H,Org,-6.4,0.259483
CL-3.5-H,Org,-6.2,0.254556
CL-3.5-H,Org,-6,0.246022
CL-3.5-H,Org,-5.8,0.234831
CL-3.5-H,Org,-5.6,0.222091
CL-3.5-H,Org,-5.4,0.208948
CL-3.5-H,Org,-5.2,0.196487
CL-3.5-H,Org,-5,0.185655
CL-3.5-H,Org,-4.8,0.177232
CL-3.5-H,Org,-4.6,0.171817
CL-3.5-H,Org,-4.4,0.16984
CL-3.5-H,Org,-4.2,0.17157
CL-3.5-H,Org,-4,0.177133
CL-3.5-H,Org,-3.8,0.186511
CL-3.5-H,Org,-3.6,0.199537
CL-3.5-H,Org,-3.4,0.215883
CL-3.5-H,Org,-3.2,0.235048
CL-3.5-H,Org,-3,0.256354
CL-3.5-H,Org,-2.8,0.278962
CL-3.5-H,Org,-2.6,0.301917
CL-3.5-H,Org,-2.4,0.324219
CL-3.5-H,Org,-2.2,0.344919
CL-3.5-H,Org,-2,0.363214
CL-3.5-H,Org,-1.8,0.378525
CL-3.5-H,Org,-1.6,0.390522
CL-3.5-H,Org,-1.4,0.399106
CL-3.5-H,Org,-1.2,0.404323
CL-3.5-H,Org,-1,0.406267
CL-3.5-H,Org,-0.8,0.404988
CL-3.5-H,Org,-0.6,0.400441
CL-3.5-H,Org,-0.4,0.392499
CL-3.5-H,Org,-0.2,0.381019
CL-3.5-H,Org,2.98023e-007,0.36594
CL-3.5-H,Org,0.2,0.347378
CL-3.5-H,Org,0.4,0.325683
CL-3.5-H,Org,0.6,0.301444
CL-3.5-H,Org,0.8,0.275436
CL-3.5-H,Org,1,0.248534
CL-3.5-H,Org,1.2,0.221612
CL-3.5-H,Org,1.4,0.195455
CL-3.5-H,Org,1.6,0.170704
CL-3.5-H,Org,1.8,0.147824
CL-3.5-H,Org,2,0.127105
CL-3.5-H,Org,2.2,0.108686
CL-3.5-H,Org,2.4,0.0925796
CL-3.5-H,Org,2.6,0.0787116
CL-3.5-H,Org,2.8,0.0669494
CL-3.5-H,Org,3,0.0571305
CL-3.5-H,Org,3.2,0.0490823
CL-3.5-H,Org,3.4,0.0426386
CL-3.5-H,Org,3.6,0.0376492
CL-3.5-H,Org,3.8,0.0339873
CL-3.5-H,Org,4,0.0315534
CL-3.5-H,Org,4.2,0.0302775
CL-3.5-H,Org,4.4,0.0301197
CL-3.5-H,Org,4.6,0.0310705
CL-3.5-H,Org,4.8,0.0331501
CL-3.5-H,Org,5,0.0364063
CL-3.5-H,Org,5.2,0.0409122
CL-3.5-H,Org,5.4,0.0467616
CL-3.5-H,Org,5.6,0.0540624
CL-3.5-H,Org,5.8,0.0629264
CL-3.5-H,Org,6,0.0734552
CL-3.5-H,Org,6.2,0.0857203
CL-3.5-H,Org,6.4,0.0997379
CL-3.5-H,Org,6.6,0.115438
CL-3.5-H,Org,6.8,0.132631
CL-3.5-H,Org,7,0.150974
CL-3.5-H,Org,7.2,0.169946
CL-3.5-H,Org,7.4,0.18884
CL-3.5-H,Org,7.6,0.206784
CL-3.5-H,Org,7.8,0.222792
CL-3.5-H,Org,8,0.235857
CL-3.5-H,Org,8.2,0.245069
CL-3.5-H,Org,8.4,0.249734
CL-3.5-H,Org,8.6,0.249485
CL-3.5-H,Org,8.8,0.244334
CL-3.5-H,Org,9,0.234677
CL-3.5-H,Org,9.2,0.221222
CL-3.5-H,Org,9.4,0.204891
CL-3.5-H,Org,9.6,0.186686
CL-3.5-H,Org,9.8,0.167581
CL-3.5-H,Org,10,0.14843
CL-3.5-H,Org,10.2,0.129917
CL-3.5-H,Org,10.4,0.112537
CL-3.5-H,Org,10.6,0.0966079
CL-3.5-H,Org,10.8,0.0822947
CL-3.5-H,Org,11,0.0696416
CL-3.5-H,Org,11.2,0.058606
CL-3.5-H,Org,11.4,0.0490881
CL-3.5-H,Org,11.6,0.0409546
CL-3.5-H,Org,11.8,0.0340567
CL-3.5-H,Org,12,0.0282434
CL-3.5-H,Org,12.2,0.0233694
CL-3.5-H,Org,12.4,0.0193004
CL-3.5-H,Org,12.6,0.0159151
CL-3.5-H,Org,12.8,0.0131069
CL-3.5-H,Org,13,0.0107829
CL-3.5-H,Org,13.2,0.00886326
CL-3.5-H,Org,13.4,0.0072802
CL-3.5-H,Org,13.6,0.00597639
CL-3.5-H,Org,13.8,0.00490374
CL-3.5-H,Org,14,0.00402202
CL-3.5-H,Org,14.2,0.00329777
CL-3.5-H,Org,14.4,0.00270323
CL-3.5-H,Org,14.6,0.00221539
CL-3.5-H,Org,14.8,0.00181527
CL-3.5-H,Org,15,0.0014872
CL-3.5-H,Org,15.2,0.00121827
CL-3.5-H,Org,15.4,0.000997877
CL-3.5-H,Org,15.6,0.000817289
CL-3.5-H,Org,15.8,0.000669338
CL-3.5-H,Org,16,0.000548141
CL-3.5-H,Org,16.2,0.000448868
CL-3.5-H,Org,16.4,0.000367563
CL-3.5-H,Org,16.6,0.000300975
CL-3.5-H,Org,16.8,0.000246444
CL-3.5-H,Org,17,0.000201789
CL-3.5-H,Org,17.2,0.000165223
CL-3.5-H,Org,17.4,0.000135282
CL-3.5-H,Org,17.6,0.000110765
CL-3.5-H,Org,17.8,9.06899e-005
CL-3.5-H,Org,18,7.42531e-005
CL-3.5-H,Org,18.2,6.07949e-005
CL-3.5-H,Org,18.4,4.97757e-005
CL-3.5-H,Org,18.6,4.07537e-005
CL-3.5-H,Org,18.8,3.33668e-005
CL-3.5-H,Org,19,2.73188e-005
CL-3.5-H,Org,19.2,2.23669e-005
CL-3.5-H,Org,19.4,1.83126e-005
CL-3.5-H,Org,19.6,1.49932e-005
CL-3.5-H,Org,19.8,1.22755e-005
CL-3.5-H,Org,20,1.00504e-005
CL-3.5-S,Org,-20,6.88667e-005
CL-3.5-S,Org,-19.8,8.41115e-005
CL-3.5-S,Org,-19.6,0.00010273
CL-3.5-S,Org,-19.4,0.000125469
CL-3.5-S,Org,-19.2,0.00015324
CL-3.5-S,Org,-19,0.000187155
CL-3.5-S,Org,-18.8,0.000228573
CL-3.5-S,Org,-18.6,0.000279151
CL-3.5-S,Org,-18.4,0.000340914
CL-3.5-S,Org,-18.2,0.00041633
CL-3.5-S,Org,-18,0.000508413
CL-3.5-S,Org,-17.8,0.000620838
CL-3.5-S,Org,-17.6,0.000758084
CL-3.5-S,Org,-17.4,0.000925617
CL-3.5-S,Org,-17.2,0.00113009
CL-3.5-S,Org,-17,0.0013796
CL-3.5-S,Org,-16.8,0.00168402
CL-3.5-S,Org,-16.6,0.00205533
CL-3.5-S,Org,-16.4,0.00250811
CL-3.5-S,Org,-16.2,0.00306001
CL-3.5-S,Org,-16,0.00373244
CL-3.5-S,Org,-15.8,0.00455127
CL-3.5-S,Org,-15.6,0.00554772
CL-3.5-S,Org,-15.4,0.00675933
CL-3.5-S,Org,-15.2,0.00823108
CL-3.5-S,Org,-15,0.0100167
CL-3.5-S,Org,-14.8,0.0121799
CL-3.5-S,Org,-14.6,0.0147958
CL-3.5-S,Org,-14.4,0.0179522
CL-3.5-S,Org,-14.2,0.0217508
CL-3.5-S,Org,-14,0.0263072
CL-3.5-S,Org,-13.8,0.0317511
CL-3.5-S,Org,-13.6,0.0382244
CL-3.5-S,Org,-13.4,0.0458768
CL-3.5-S,Org,-13.2,0.0548595
CL-3.5-S,Org,-13,0.0653136
CL-3.5-S,Org,-12.8,0.0773548
CL-3.5-S,Org,-12.6,0.0910511
CL-3.5-S,Org,-12.4,0.106395
CL-3.5-S,Org,-12.2,0.123273
CL-3.5-S,Org,-12,0.14143
CL-3.5-S,Org,-11.8,0.160441
CL-3.5-S,Org,-11.6,0.179694
CL-3.5-S,Org,-11.4,0.198397
CL-3.5-S,Org,-11.2,0.215616
CL-3.5-S,Org,-11,0.23035
CL-3.5-S,Org,-10.8,0.241633
CL-3.5-S,Org,-10.6,0.248666
CL-3.5-S,Org,-10.4,0.250929
CL-3.5-S,Org,-10.2,0.248263
CL-3.5-S,Org,-10,0.240902
CL-3.5-S,Org,-9.8,0.229434
CL-3.5-S,Org,-9.6,0.214709
CL-3.5-S,Org,-9.4,0.197724
CL-3.5-S,Org,-9.2,0.179499
CL-3.5-S,Org,-9,0.160972
CL-3.5-S,Org,-8.8,0.142937
CL-3.5-S,Org,-8.6,0.12601
CL-3.5-S,Org,-8.4,0.110626
CL-3.5-S,Org,-8.2,0.0970633
CL-3.5-S,Org,-8,0.0854723
CL-3.5-S,Org,-7.8,0.0759121
CL-3.5-S,Org,-7.6,0.0683829
CL-3.5-S,Org,-7.4,0.0628542
CL-3.5-S,Org,-7.2,0.0592867
CL-3.5-S,Org,-7,0.0576479
CL-3.5-S,Org,-6.8,0.0579226
CL-3.5-S,Org,-6.6,0.0601169
CL-3.5-S,Org,-6.4,0.0642584
CL-3.5-S,Org,-6.2,0.070391
CL-3.5-S,Org,-6,0.078564
CL-3.5-S,Org,-5.8,0.0888157
CL-3.5-S,Org,-5.6,0.101151
CL-3.5-S,Org,-5.4,0.115513
CL-3.5-S,Org,-5.2,0.13175
CL-3.5-S,Org,-5,0.14958
CL-3.5-S,Org,-4.8,0.168562
CL-3.5-S,Org,-4.6,0.188082
CL-3.5-S,Org,-4.4,0.207353
CL-3.5-S,Org,-4.2,0.225461
CL-3.5-S,Org,-4,0.241435
CL-3.5-S,Org,-3.8,0.25436
